artist_name	track_name	release_date	genre	lyrics	topic
bts	silver spoon	2016	pop	like joke enemy choke excuse punchline work time look break windows everybody look cold reason shut easy tell silverspoon understand tell silverspoon understand need secondary sight lurk step crack bleed stop believe winter give shelter summer leave freeze thirty thousand feet head take like joke enemy choke like disaster heart beat faster like enemy life like joke make choke	dark
the dillinger escape plan	limerent death	2016	jazz	amaze reinforce guard cause deep inside  mistake forever haunt persecute thoroughly give fit give fit world believe know hold breath count star vacant glass movement cease think time freeze instead rest state think forever know  hear fall aokay feel fine smile feel alright feel fine shin feel fine feel fine smile amaze reinforce guard cause deep inside  mistake forever haunt persecute thoroughly give fit give fit give fit give fit give fit give fit give fit give fit give want give want give want give want give want give want give want give want give want give want give want give world believe world know	personal
fantastic negrito	about a bird	2017	blues	window watch sell hop fall bush hand sweet lyric waste head game live dangerously want ohhh try hide hole hole head break clean feather sick funeral sing loud tear pillow heal scar game live dangerously want ohhh want want dead want want dead want want dead want want dead deep know baby baby ohhh cause tell mama good baby good	dark
eric church	hippie radio	2018	country	daddy pontiac beigeer yellow young little fella play bench seat listen songs sing couldn tune bucket sing lungs wayward hippie radio songs baby birth roll band stand bounce road pontiac hippie radio remember seventeen maybe eighteen right forget baby blue glow dashboard light heart week right start bust brother mouth makin white wed rebel yell hippie radio werewolf london lady marmalade soul crank band hand pull road girl pontiac hippie radio years seven days tie can bumper pace maternity floor baby mother hand shake leave take home heart head hear long long song cradle silver spoon hippie radio blink go take hand smile look say know girl pontiac hippie radio	lifestyle
a day to remember	paranoia	2016	pop	expect worst meet count clock cause  sleep shoot pain like heart attack friends doctor say head destruction gotta like time bomb tick head paranoia cloud judgement matter head scar scar unknown unknown number blow phone hear footsteps outside house afraid try doctor say head destruction  live like time bomb tick head paranoia cloud judgement matter like time bomb tick head paranoia cloud judgement matter head head head break point hide close eye night watch doctor say head destruction time wear like time bomb tick head paranoia cloud judgement matter like time bomb tick head paranoia cloud judgement matter head	dark
hirie	good vibration (feat. trevor hall)	2016	reggae	repel pride material hype deep earth dirt collide save life heaven send know everybody wish bear say line heart star forget speak earth rotation vibe seek good vibration ooooh ooooh want good vibration want like like salvation want good want live good life wanna want good vibe good vibe good vibe good vibe good vibe good vibe good vibe good vibe good vibe good vibe hear hear sound unini niverse feel raise ash come life cymbal crash believe eye real life fiction dimension restriction listen voice chant head sing instead ooooh ooooh want good vibration want like like salvation want good want live good life wanna want good vibe good vibe good vibe good vibe good vibe good vibe good vibe good vibe good vibe good vibe	emotion
anderson east	somebody pick up my pieces	2018	blues	somebody pick piece scatter contention surrender crown somebody pick piece come sure think know think heaven fall breeze life crazy hell start somebody pick piece think fall apart apart fallow footsteps step trail road narrow foot fail fall tear apart apart pick piece heart somebody pick piece scatter contention surrender crown somebody pick piece come come come	sadness
mavado	beat & teach	2016	reggae	kill money preach priest step beat teach drive cyaa reach gwaan grand mother creach gaza  streets beat teach drive seat leave mouth concrete gully fight years couldn week  family somebody haffi weep beat beat teach beat teach beat teach beat teach beat teach cassava piece beat teach beat teach yeah beat teach yeah beat teach step everybody beat teach place action finger mouth chat seal fireball walk duppy start meadow rest dead rest jungle clip wing leave featherless sister leave brotherless self water water frrom diss dead time bloodclaat knockoff muss earth drop think skin bone flip hour froth like soda paper soldier beat teach beat teach beat teach beat teach beat teach beat bumboclaat beat teach beat teach beat teach beat teach beat teach woii gangstas kill money ready anytime lose lose cost real life cyaa boss pussyhole cyaa boss beat teach grant beat teach cassava piece beat teach beat teach beat teach tower beat teach beat teach beat teach waterhouse beat teach beat teach beat teach junglist beat teach	personal
panic! at the disco	death of a bachelor	2016	pop	look lonely shadow face people tell look maybe lose weight play hooky best best pull heart chest walk long road watch fall lace dress tingle neck live death bachelor oooh let water fall death bachelor oooh fit happily whooo lifetime laughter expense death bachelor cut mind feel like heart go burst table wanna serve think best share drink smile walk long road watch fall lace dress tingle neck live death bachelor oooh let water fall death bachelor oooh fit happily whooo lifetime laughter expense death bachelor death bachelor oooh let water fall death bachelor oooh fit happily whooo lifetime laughter expense death bachelor	dark
goodbye june	get happy	2018	blues	begin yellow skin black night drink till light cocaine closest distance line mind try erase past ways kill pain maybe pills alcohol weed shake memories try therapy gonna bring check doubt maybe pills alcohol weed shake memories think need sleep live dream high like anxiety change baby believe shake shake shake memories try forgive lose pain okay try forgive try bottle shelf know help till	personal
chase rice	on tonight	2017	country	little dress hang hanger wear feel dangerous slip slow mirror make want drink unzip little help wine kissme smile tonight roll need like need right care say mind yeah kinda like blink caution light time tonight tonight yellow song come flip switch inside make wanna pull sing right stairs take hair set room tonight roll need like need right care say mind yeah kinda like blink caution light time tonight tonight head phone wanna wanna roll need like need right yeah care say mind yeah kinda like blink caution light time tonight tonight	lifestyle
zayn	good years	2018	pop	close eye crowd thousand tear pray waste good years good years good years voice scream loud hell care bout world bring high star worry want sorry close eye crowd thousand tear pray waste good years good years good years drug alcohol hell fight cause  world know numb dumb change story want sorry close eye crowd thousand tear pray waste good years good years good years need breathe feel alive meet night light feel wind hold pain deep inside eye eye close eye crowd thousand tear pray waste good years good years good years pray waste good years good years good years	personal
the spaniels	goodnite sweetheart, goodnite	2018	blues	goodnight sweetheart time goodnight sweetheart time hate leave goodnight sweetheart goodnight goodnight sweetheart time goodnight sweetheart time hate leave goodnight sweetheart goodnight clock morning baby right hate leave baby mean maybe goodnight sweetheart time goodnight sweetheart time hate leave goodnight sweetheart goodnight mother yout father hear stay long kiss go know hate goodnight sweetheart time goodnight sweetheart time hate leave goodnight sweetheart goodnight	lifestyle
deca	the way through	2017	jazz	light shine eye light speak word light felt deeds true purpose earth uncover light shine brighter brighter wish clip puppet string things walk hand hand smile suffer know thing sin redeem mean play kings queen dream pyrite crown killer whale clavicle phoenix wishbone case alamo powerful talk hide pry eye wall watchin ball drop scar life erudite parasites spray pesticides pave paradise lie string pullers tell truth enterprise fabricate world view sell youth smile forget mess life acquire depth trials yesterday hide lens bask afterglow smash time time silent hymn lamb lay channel higher plane plant mind bend bar iron clip puppet string crawl fireplace need contour demon face need space piece leave place need poundcake bake reawake grave raise kundalini snake fear feel shame cripple push right direcion suffer countless life lessons essence revelation crown earth education wide awake clear sound wed bell like music ears marriage heaven hell sacred veil tear conviction wish shatter house mirror	dark
r+r=now	change of tone	2018	jazz	time waste time life short bout past go life wing overhead let high home different tone different tone time waste time life short bout past go life wing overhead let high home different tone different tone lovin drive crazy baby lovin drive crazy baby lovin drive crazy baby yeah	personal
steel pulse	human trafficking	2019	reggae	good fight good terrible human traffic know capture bind gainst free skin human traffic nightmare real life steal know feel force prostitution women slavery take advantage children rob dignity stop illegal activity people chain captivity urgency crime humanity human traffic know capture bind gainst free skin human traffic nightmare real life steal know feel steal steal border order international crisis millions get exploit force work believe modern time mankind unkind human human human human human traffic human traffic fight heart go victims human traffic abomination cruelty vilest kind walk creation human traffic begin stop traffic fight terrible terrible kidnap good traffic racket smash come bash good	dark
weezer	everybody wants to rule the world	2019	rock	welcome life turn sleep act best behavior turn mother nature everybody want rule world design remorse help decide help freedom pleasure last forever everybody want rule world room light hold hand wall come tumble right fade everybody want rule world stand indecision marry lack vision everybody want rule world need headline believe everybody want rule world freedom pleasure last forever everybody want rule world	personal
blues saraceno	the dark horse always wins	2018	blues	deliver evil deliver deliver deliver evil yeah deliver oooh oooh dark horse win oooh oooh dark horse dark horse win bring water drown reign bring water yeah drown oooh oooh dark horse win oooh oooh dark horse dark horse win deliver evil deliver evil oooh oooh dark horse win oooh oooh dark horse win deliver evil oooh oooh deliver evil dark horse win deliver evil oooh deliver oooh dark horse dark horse win dark horse win	dark
deeb	jazzclub atmosphere	2018	jazz	truly  world inch planet earth  leave involve corner inside ulcer unjust bastards file face meet lie force grind nerve break  second pathetic media piss judge paragraph look  expect worse bleed heart kill start  get hard bear different invite mayhem produce weapons shoot burn media money  world couldn second trust ounce  sleep lose apologies unacceptable blister revenge await  loveless hate hate mail read jail instead hate lord know worse ignore curse hate	dark
steve kuhn	the meaning of love	2017	jazz	dream soon disappear know know guess learn learn begin know wonder dare survive count star guess learn learn begin know mean today clear night magic play moon heart believe go guess learn learn begin know mean guess learn learn begin know mean	personal
noah kahan	cynic	2019	rock	change space rest face place head glamor board plane sleep cry rain depress think hard scar lose hollywood sign catch anymore oohooh leave time feel get live open mind oohoohoohooh oohoohoohooh live oohoohoohooh oohoohoohooh live oohoohoohooh oohoohoohooh cynic oohoohoohooh open mind sense blame come failure success famous break press want effort hollywood sign catch anymore oohooh leave time feel get live open mind oohoohoohooh oohoohoohooh live oohoohoohooh oohoohoohooh live oohoohoohooh oohoohoohooh cynic oohoohoohooh open mind miss days better miss taste grow pain know pass miss thoughts fear lose know light oohooh leave life turn strengths weaknesses live open mind oohoohoohooh oohoohoohooh live oohoohoohooh oohoohoohooh live oohoohoohooh oohoohoohooh cynic oohoohoohooh open mind oohoohoohooh oohoohoohooh miss darling oohoohoohooh oohoohoohooh live oohoohoohooh oohoohoohooh cause cynic darling oohoohoohooh open mind	personal
rival sons	fade out	2016	blues	house fade slowly need stay watch bleed ghost go dark feel time fear live fee leaf tree deeply root ghost go dark feel fade slowly ghost	dark
dan + shay	million reasons	2018	country	give million reason give million reason quit givin million reason million reason givin million reason million reason highway hill forever give million reason million reason givin million reason million reason pray worst better lord wear leather million reason walk away baby need good stay head stick cycle look stare like stop breathe completely aware cause give million reason million reason givin million reason million reason mean hard fathom part believe cause give million reason million reason givin million reason million reason pray worst better lord wear leather million reason walk away baby need good stay baby bleedin bleedin needin needin heartbreak make hard baby need good good good good good good pray worst better lord wear leather million reason walk away baby need good good tell good good baby need good stay	personal
the black angels	life song	2017	blues	float darkness await transmission drift mission wine pour dear dear stream creation try catch laughter blind darkness go bitter heart figure distance trillion away dear even follow explain voice travel upside world unknown artificial henchmen sacrificial mission lose explode star die send die die warn explain voice travel upside world unknown explain travel upside world unknown explain die today die die die	dark
brandon ratcliff	rules of breaking up	2018	country	see cause gotta space friends work tell think place time drink hop come write rule break kiss lips touch skin hold world fingertips clue heaven lose kind smile felt know go write rule break break break guess suppose right meet somebody go confident intelligent cool hell know say probably best gotta chest write rule break kiss lips touch skin hold world fingertips clue heaven lose kind smile felt know go write rule break break break need time apart stop hop hop rule like hearts break write rule break kiss lips touch skin hold world fingertips clue heaven lose kind smile felt know go go write rule break break break break break break break break break break write rule break	sadness
shenseea	tie me up	2018	reggae	shenseea oouuuu oouuuu oouuu oouuu strangle viagra chiney brush tight underneath clean tidy cover mouth whine hand throat tight pumpum clean tidy yeah ready girl baby beat like hate bawl lord come save like slavery turn steer leave right shift stick gear grind hand breast like cement pave hotter hell like sinner hold squeeze like trigger lack cause blurry vision come glow shimmer like bimma oouuu oouuu oouuu oouuu oouuu oouuu uptie oouuu ttie strangle viagra chiney brush tight underneath clean tidy cover mouth whine hand throat tight pumpum clean tidy  lock like charge felony ball swing like  legacy specially long like line embassy spank cause like stop touch right spot submissive babes fight pass cloud like pilot oouuu oouuu oouuu oouuu oouuu oouuu uptie oouuu ttie strangle viagra chiney brush tight underneath clean tidy cover mouth whine hand throat tight pumpum clean tidy	dark
ivan ave	squint	2017	jazz	awake stock fridge heart pad wall paper brain wall suede beanbag sit mind spiritual interior design  squint swear demons door look like fear squadded  anymore long squint mirror  eagle flow room pluck seagull throw bricks build cathedral time build people mutual vibes rely brew doobies stop live future time tryna lie squint stare hard noise corner dark cloud clean  house stare hard squinty eye liftin blind look like lately days tape self forget rewind come long eye tunnel long analyse stairs kiss forehead mother turn hors oeuvres worm ash coldlamping fireplace grind away  high stake shout hear curve lobster butter healer mutual bout feast like squeeze cheek niece squint stare hard noise corner dark cloud stare hard stare dark	dark
die antwoord	banana brain	2016	rock	banana brain apple stay tonight cause have best time life banana brain apple stay tonight cause have best time life ninji baby girl fine fine blow mind look coochie juicy tushy gushy boobie boobie bounce like looney tune booty boom juice gush coochie cute like pikachu sweet like whistle sneak lonely heart like peekaboo time think eye wanna sing lullabies little butterfly banana brain apple stay tonight cause have best time life banana brain apple stay tonight lyric commercial	lifestyle
phish	waiting all night	2016	blues	night wait come home wait night wait night mind race wonder wrong wait night wait night come home come roll hold wait night say sorry wait night go away wait night know wait night leave wait night sail sail	lifestyle
danielle nicole	cry no more	2018	blues	bird butterfly rivers mountains create know useless control go rule time give take rule time go breath choices pass strength believe soul live time rule time give take rule time go know dear fear fear begin begin start know dear fear time time time time time go go rule time give take rule time time time go	personal
ty segall	isolation	2018	blues	people know afraid isolation afraid everybody home isolation little girl try change wide world isolation world little everybody try isolation expect understand cause pain blame human victim insane afraid afraid isolation disappear world years isolation isolation	personal
brian culbertson	colors of love	2018	jazz	look life tell human expect lose think safe run remember fall think leave leave surprise give tonight barely breathe wanna kill pain feel inside quit people fine  light remember fall think leave leave feel like feel like let hopeless remember remember fall fall think think leave leave yeah	sadness
russ	psycho, pt. 2	2016	pop	go psycho go live tightrope go go psycho go live tightrope go know like want tonight pick band feelin yeah go psycho go live tightrope go go psycho go live tightrope go know know special   hook instrumental reiterate commitment explore like ride like horse like interest baby infatuate hold graduation help cash steer clear evasion death grip assassination get carry away marry today  like whitesnake crazy crazy  break  open possibility hoe cash want open possibility hoe cash go psycho go live tightrope go go psycho go live tightrope go go psycho	emotion
grizzly bear	losing all sense	2017	rock	wake today bind memory long hear word echo heart rate drop crawl fast past scar divide body leave piece spare look reason come round sense internal maze lead away goal fast past scar like rogue wave right lose sense body feel able drift away lose control cipher walk cipher lie long awake help night long awake think think late	sadness
phil wickham	the secret place	2016	rock	soul wind start blow gonna flame alive fade light night break know wait run secret place sing ways steal heart steal heart better moment spend million days away run run lyric commercial	sadness
miranda lambert	tin man	2016	country	know shouldn spend life wishin bind fall apart everytime feel better thank star felt break want heart oooo oooo know road miss cause  hard darling want heart oooo oooo talk want piece mind scar armor heart oooo oooo	sadness
bonobo	break apart	2016	jazz	hard hate hard hate hate think careful careful gentle hear fear wasteful yeah wasteful hear need wasteful wasteful wasteful throw apart piece throw apart piece home tell tell favourite favourite phase phase favourite favourite phase phase favourite favourite phase phase favourite favourite instead break apart instead break apart stand shake heart instead break apart hear fear shame hear need shame help help help help help help help	sadness
nick hakim	roller skates	2017	jazz	think take grant go change believe leave wait forgive forsake dear want mind downstairs ride look mirror drink nectar couple days later felt better	personal
nahko and medicine for the people	runner	2016	reggae	runner run things good things ahead kind lover follow dragonflies lead sunrise morning tide even yeah teach harder lessons yeah kiss softly kiss softly place know best whoaohohoh whoaohohohohoh whoaohohoh yeah whoaohohoh whoaohohohohoh whoaohohoh yeah loyal return family earn string leash clip wing stronger things nature want promise log hours maybe open mind open kiss softly kiss softly place know best return return return place learn return return return place learn whoaohohoh whoaohohohohoh whoaohohoh yeah whoaohohoh whoaohohohohoh whoaohohoh yeah kiss softly kiss softly place know best yeah kiss softly kiss softly place know best yeah waipio valley peakin tetons follow klamath basin soul shinin shasta holy headwaters dear columbia gorgeous sparkle eye creators callin number outlaw rest reason yeah cause things know return return	personal
ballyhoo!	this chick is wack	2018	reggae	separation break break split inside masquerade masquerade monster suffocate choke life away choke lie descend burn embers rise begin step inside step inside step inside violence step inside step inside step inside violence complicate lose inside maze fatal friend goodbye abdicate abdicate throne ascend ascend step inside step inside step inside violence step inside step inside step inside violence step inside violence step inside violence step inside violence step inside violence control obey step inside step inside step inside violence step inside step inside step inside violence step inside step inside step inside violence step inside step inside step inside violence	sadness
ed sheeran	what do i know?	2017	pop	soapbox stand give stage guitar song daddy tell involve politics religions people quarrel paint picture scene know children know mean pass things family give understand positivity change world piano bass guitar grab beat away oneman university degree lord know everybody talk bout exponential growth stock market crash portfolios sit song write sing change world moment know change world moment know change world moment revolution come minute away people march streets today know hate balance razor blade paint picture scene know people follow dream reremember life fittin jeans understand positivity change world piano bass guitar grab beat away oneman university degree lord know everybody talk bout exponential growth stock market crash portfolios sit song write sing change world moment know change world moment know change world moment paint picture scene know future hand free spread understand positivity change world piano bass guitar grab beat away oneman university degree lord know everybody talk bout exponential growth stock market crash portfolios sit song write sing change world moment know change world moment know change world moment	personal
jamie n commons	low life	2016	blues	life think bout life help fall help fall life think bout life try fight good fight life wanna better hard life inside cold bind start reflect start wonder sure tell break easier cause easier life think bout life help fall help fall life think bout life try fight good fight life word mind candlelight cold hand heart keep slow time start reflect start wonder sure tell break easier cause easier life think bout life help fall help fall life think bout life try fight good fight life ooooooh life life help fall help fall life life try fight good fight life life life think bout life think bout life help fall help help fall help life life think bout life think bout life try fight good fight life	personal
the record company	coming home	2018	blues	walk long road days time come path take bring bruise come home oohooh come home oohooh wasn feel right wake morning go stay track start call moonlight break come home oohooh come home oohooh come home oohooh come home oohooh feel scream shout hit slow motion cause yeah yeah yeah walk long road days go time come path yeah confuse come home oohooh come home oohooh come home oohooh come home oohooh come home yeah come home yeah come home come home yeah come home come home come home come home come home come home	lifestyle
damian marley	so a child may follow	2017	reggae	dread shine light child follow lose tonight turn tomorrow teach careful play wrong have tame young quick blame pick like plum dream true look open sight plain view change till remain young world young world young world young world young world world dread shine light child follow lose tonight turn tomorrow teach careful play think know deter apart grow young learn live life rush past return feel like give remember virtue fall gut try urge proud own truth hurt young world young world young world young world young world world dread shine light child follow cause lose tonight turn tomorrow teach careful play rise start wise smart hype floss drive fast cause life short good time cause time past time money mean time cost cost money joke laugh somebody hurry talk young world young world young world young world young world world	personal
whiskey myers	good ole days (feat. brent cobb)	2016	country	thing world stand go home work long bunch news sound like good life go away get believe good days yeah good days matter teachers neighbor preachers long yesterday cause good days outside shade tree time line middle little pond creek catch lord catch okay prove right believe good days yeah good days matter teachers neighbor preachers long yesterday cause good days come baby yeah good days matter teachers neighbor preachers long yesterday cause good days catch ranger game good days	personal
twenty one pilots	cancer	2016	rock	turn away drink water cause lips chap fade aunt help gather things bury favorite color sisters brothers kiss cause hardest leave kiss kiss lips chap fade turn away lips chap fade fade kiss kiss lips chap fade lyric commercial	sadness
kiefer	tubesocks	2017	jazz	aaah aaah aaah aaah believe bone bear grave feel gonna pile bone aaah aaah aaah dust rise right time fossil scene feel gonna pile bone toll dream come true dead go feel gonna pile feel gonna pile feel gonna pile bone	dark
reignwolf	wanna don't wanna	2018	blues	lyric add song release	lifestyle
novelists	under different welkins	2017	jazz	scar live life vain crave better vibes hand rough soul heavy hold life go south years change life forever wanna break free tower wall grey mind cause silence feel feel know road world change lose lose days live dream brighter place heart altar soul ablaze save know walk different welkins drown eye feel anymore stranger mirror  pain think life vain see life heart shape glass crave better vibes cause world world crazy keep bring life keep go south years change life forever wanna break free tower wall grey mind cause silence feel ignite feel cold wanna know ache look eye tell feel numb need sign fight need sign fight live life vain need sign fight live life vain think life vain	personal
white denim	shanalala	2019	blues	look shanalala look kinda shine uhhuh say believe believe believe believe feelin uhhuh wanna explain sssee face believe believe believe believe believe believe believe believe cookin somethin ddddeath appointment shouldn believe believe believe believe believe believe believe believe tease allusion need okay okay okay	personal
davido	fall	2017	pop	iyeheeh money fall banana fall prada fall cause money fall banana fall paparazzi follow cause yeeh talk tell baby talk yeeah talk tell baby talk yeeah talk tell baby talk yeeah talk tell baby talk yeheheh wanna player nomore ahahaan yeah wanna player cause guy cristiano ronaldo nintendo plus guy cristiano ronaldo nintendooo money fall banana fall prada fall cause money fall banana fall paparazzi follow cause yeeh offend youou offend yououou biko sorry baby heart sorry baby heart youooh youou baby change change eheeeh talk talk yeeh tell panadol headache yeeh chop baby chop want spoil market eeeeeeh wanna player nomore yeah wanna player cause guy cristiano ronaldo nintendooo plus guy cristiano ronaldo nintendooo money fall banana fall prada fall cause money fall banana fall paparazzi follow cause offend youou offend yououou biko sorry baby heart sorry baby heart youooh youou baby change change money fall banana fall prada fall cause money fall banana fall paparazzi follow cause eeheh kiddokiddo kiddominaaaaant girlfriend favourite song	sadness
vampire weekend	sympathy	2019	rock	think bedroom firmly take hand isolation end begin understand pingpong match constant desire gonna ahead cause look mirror sympathy hear word enemies centuries lyric commercial	dark
swimming tapes	cameos	2017	rock	time spend dig past cameos send picture lake assume alright cause dream summer days winter drag apart apart start conversation keep quiet voice think close start conversation keep quiet voice think close days get dark afternoon easy sort night days spend phone change past apart apart apart apart start conversation keep quiet voice think close start conversation keep quiet voice think close close quiet voice think close close quiet voice think close	sadness
reel people	i need your lovin'	2019	jazz	hold hold gonna alright gonna fight hold hold go alright go flight tell hold hold world world hold go alright go light things like hold	emotion
black mountain	horns arising	2019	blues	tiny island lock ocean draw darkness light silence drown silence drop bomb thousand horse form fly desert bear sequence fair weather warfare forever voice  bear ask horn rise forever swarm fly embers corridors hear faint choir violent shore break violent score horn arise horn rise lake horn arise horn rise lake forever swarm fly embers corridors hear faint choir	dark
the score	the fear	2019	rock	whoaohoh whoaohoh whoaohoh whoaohoh whoaohoh whoaohoh whoaohoh whoaohoh knock demons creep round change shots runnin tell chain drive battle hard face mirror scar make deeper push cause stronger time stand stand hand hand fight fear fight fear rise grind gonna believer fight fear fight fear blood sweat tear pain taste sweeter whoaohoh whoaohoh fight fear lyric commercial	dark
dorothy	who do you love	2018	blues	world break heart time reason lie reason die reason live lie heal tonight save life reason lie reason die reason live beast stand gleam know want wretched soul want life freeze inside freeze inside freeze inside reason lie reason die reason live	personal
the elovaters	hold on	2018	reggae	hold money tight go hold hold hold hold hold light spark hold hold hold hold go swim shark couldn freeze sturdy heart turn color golden stay fade away hold money tight go hold hold hold hold hold light spark hold hold hold hold walk dark hard sturdy heart shine light follow stay fade away stay fade away hold money tight go hold hold hold hold money tight go hold hold hold hold money tight light stick dark heart hold	emotion
imagine dragons	bad liar – stripped	2019	rock	hush dear difficult year terrors prey innocent victims trust darlin trust darlin loveless year fear integrity crocodile tear trust darlin trust darlin look eye tell perfect paradise tearin seam wish escape wanna fake wish erase heart believe liar liar know know liar liar lyric commercial	personal
311	stainless	2019	reggae	holdin dream unknown destination feel like thousand station woahoh pry eye neon answer quickly multiply ideas begin begin journey time live wanna live feel equip name sycophants smash dream little bits wanna live feel equip faint heart painless lick come stainless woahoh outlandish dream come pass happen fast achieve gotta believe gotta believe wasn overnight wasn right label fight yeah money tight appetites see guy sight sweat hear songs alphabet years blood sweat tear drive gear sure discourage word hear matter naysayers thine self true come force truth hide come come right history come unity come come come come come come	personal
luke bryan	most people are good	2017	country	believe kid oughta stay kid long turn screen climb tree dirt hand believe gotta forgive amend cause get second friends believe work hard hell believe people good mamas oughta qualify sainthood believe friday nights look better neon stadium light believe ashamed believe world half look believe people good believe streets gold work wanna pave dirt believe youth spend young cause wisdom teens believe nightly news mankind thing lose believe people good mamas oughta qualify sainthood believe friday nights look better neon stadium light believe ashamed believe world half look believe people good believe days slow years fast breath gift believe people good mamas oughta qualify sainthood believe friday nights look better neon stadium light believe ashamed believe world half look believe people good believe people good believe people good	personal
the dear hunter	gloria	2016	jazz	openeyed oversight look avenue simply appear step wrong direction lead throw hand soon know exactly stand flood incendiary plan fall fast rhythms rhyme give yeah get hear voice say dolore bring heart awake state surprise euphoria tell wasn wrong fend ambiguity learn turn emotions weaponry word say wrong inflection lead throw hand give ghost surrender evils amend fall fast space line get give hear voice say dolore bring heart awake state surprise euphoria tell hear sound infant wave stick savage ocean soon know exactly stand flood incendiary plan fall fast space line get give hear voice say dolore bring heart awake state surprise euphoria fear word hear voice say dolore bring heart awake state surprise euphoria tell	dark
john gurney	drink i think	2019	country	feel come alive take black break skin shake fool take skin run breathe talk cause speak mouth bullet trigger heart bleed blood pocket know care close door wash away promise like promise vow  free fool take skin run breathe talk cause speak mouth bullet trigger heart bleed blood pocket fool take skin run breathe talk cause speak mouth bullet trigger heart bleed blood pocket torture slow let deal crook hand	dark
the wood brothers	seasick emotions	2018	blues	blue go hurricane head boat know know lose wind sail hurricane blow mind seasick emotions voice rain wish speak hear say roll pull sheet head lose wind sail hurricane blow mind seasick emotions sail hurricane sail hurricane blow mind seasick emotions	lifestyle
granger smith	backroad song	2016	pop	barb wire fence carve hillside cut hole midday like postcard frame windshield cover dust rhythm grey blacktop whistle steer wheel hand hug line windows sing oohoohooh freedom roll oohoohooh cruise backroad song feel wheel like like radio dial strong come come sing sing backroad song oohoohooh oohoohooh brake holland hammer pass breeze smell like summertime field windows sing oohoohooh freedom roll oohoohooh cruise backroad song feel wheel like like radio dial strong sing sing backroad song oohoohooh oohoohooh today better girl think pick slide truck hear sing oohoohooh hear sing oohoohooh oohoohooh freedom roll oohoohooh cruise backroad song feel wheel like like radio dial strong sing sing backroad song sing sing backroad song backroad song oohoohooh feel rhythm feel rhythm backroad song oohoohooh feel rhythm feel rhythm come come sing oohoohooh feel rhythm feel rhythm backroad song oohoohooh feel rhythm feel rhythm	lifestyle
the weeknd	ordinary life	2016	pop	heaven mouth hell tongue feel teeth drive bump finger let wheel whewheel whewheel carradine givin head know like young young young heaven know tell pay life choose trade trade halo say pray say late cause think safe ordinary life ordinary life ordinary life ordinary life ordinary life ordinary life ordinary life ordinary life valhalla righteous mulholland  keep devil cross neck cross neck cross neck drift bend edge everybody say hurt hurt feel nothin say pray say late cause think safe ordinary life ordinary life ordinary life ordinary life ordinary life ordinary life ordinary life ordinary life angels singin monasteries yeah soul burn laferraris father sorry father sorry halos give ordinary live ordinary life ordinary life ordinary life ordinary life ordinary life ordinary life ordinary life ordinary life ordinary life woahohoh woahohoh	personal
kenny chesney	song for the saints	2018	country	long boat anchor harbour long steel drum fill breeze lift islands ocean stand strong centuries fit name golden halos cause angels cause little wind blow blood sweat tear coat paint sinner choir singin song saint woah woah woah woah farmer field sugar cane drunkard hammock dryin rain teacher classroom kickin can street captain mate prayin bend knee blood sweat tear coat paint sinner choir singin song saint woah woah woah woah brokenness heal weakness strong lift voice saint marchin blood sweat tear coat paint sinner choir singin song blood sweat tear coat paint sinner choir singin song saint woah woah woah woah woah woah	dark
kings of leon	around the world	2016	rock	corner boys come like play gonna try high gonna world world maiden world world world world world world lose girl lyric commercial	personal
vicente garcia	she prays	2016	reggae	time face heart take high speed scar baby fall tomorrow feel swallow know lose control heart follow leave hollow yeah change time face heart take high speed scar fall wrong lead look baby fall stand driveway midnight sideways feel easy doubt lose incomplete yeah feel like home home time face heart take high speed scar fall wrong lead look baby fall fall nights stay awake think ways smile fade ways blow mind time face heart take high speed scar fall wrong lead look baby fall scar baby fall	sadness
masicka	changes	2018	reggae	know come yeah know road come yeah promise tomorrow know come yeah change change talk bout change life jump plane like complain alright change life pain eye pocket dead face rise want unno tell talk bout change life hitch studio everyday finger play player hate dream haffi stay awake loyalty thing bredda slay snake share plate hero place wear cape  change fake hide gwan like great bare debate general  clear gate bimmer pull lady gate topponas barely scrape true change life jump plane like complain alright change life pain eye pocket dead face rise want unno tell talk bout change life want go strap thing read psalm prayers safe calm heap millions palm genahsyde streets fool form poverty yute bear genah tell yute strong change life jump plane like complain alright change life pain eye pocket dead face rise want unno tell talk bout change life change change change life change change change life change change change life change change change life change life jump plane like complain alright change life pain eye pocket dead face rise want unno tell talk bout change life change life jump plane like complain alright change life	personal
overtime	next to me	2016	country	look eye blow away look grind start pray tell strong finally hold send head road maybe lame stand hold save soul go flame wanna look past know passion rhyme stand pass prime hang fine live life learn change life reach height right aim high proud think believe word faithfully tell come home tell know mean wanna wanna hide wanna stand stand wanna wanna hide wanna stand stand look mirror mirror mirror look look mirror mirror mirror look remember place mind walk away stand right tell great forget pretty face know right road finally head road maybe lame stand hold save soul go flame wanna life look place come numb wanna wanna talk wanna walk wanna build empire wanna spend time wanna wanna hide wanna stand stand wanna wanna hide wanna stand stand wanna wanna hide wanna stand stand look mirror mirror mirror look look mirror mirror mirror look	dark
